,Nivel,Cod,EnteFederativo,2018,2019,2020,2021
5281,"""MU""","""5106158""","""Nova Bandeirantes (MT)""","""220900""","""224200""","""258637""","""343374"""
5282,"""MU""","""5106174""","""Nova Nazaré (MT)""","""73104""","""77138""","""100659""","""140597"""
5283,"""MU""","""5106182""","""Nova Lacerda (MT)""","""180974""","""199783""","""289565""","""445610"""
5284,"""MU""","""5106190""","""Nova Santa Helena (MT)""","""174168""","""166418""","""233116""","""333258"""
5285,"""MU""","""5106208""","""Nova Brasilândia (MT)""","""67848""","""77525""","""88502""","""109136"""
5286,"""MU""","""5106216""","""Nova Canaã do Norte (MT)""","""389551""","""491320""","""714881""","""909160"""
5287,"""MU""","""5106224""","""Nova Mutum (MT)""","""3188129""","""3160477""","""4649826""","""6036784"""
5288,"""MU""","""5106232""","""Nova Olímpia (MT)""","""722454""","""688308""","""741649""","""732123"""
5289,"""MU""","""5106240""","""Nova Ubiratã (MT)""","""1082306""","""1297574""","""2270023""","""3270201"""
5290,"""MU""","""5106257""","""Nova Xavantina (MT)""","""648219""","""658290""","""883910""","""1033278"""
5291,"""MU""","""5106265""","""Novo Mundo (MT)""","""200355""","""224053""","""329216""","""486277"""
5292,"""MU""","""5106273""","""Novo Horizonte do Norte (MT)""","""59381""","""59155""","""81001""","""101499"""
5293,"""MU""","""5106281""","""Novo São Joaquim (MT)""","""302221""","""350808""","""584125""","""863038"""
5294,"""MU""","""5106299""","""Paranaíta (MT)""","""635103""","""757363""","""673181""","""796220"""
5295,"""MU""","""5106307""","""Paranatinga (MT)""","""665661""","""1067825""","""1498134""","""2135914"""
5296,"""MU""","""5106315""","""Novo Santo Antônio (MT)""","""37886""","""41407""","""49004""","""56651"""
5297,"""MU""","""5106372""","""Pedra Preta (MT)""","""844556""","""840482""","""1113068""","""1575822"""
5298,"""MU""","""5106422""","""Peixoto de Azevedo (MT)""","""542521""","""609045""","""721849""","""918582"""
5299,"""MU""","""5106455""","""Planalto da Serra (MT)""","""67987""","""88849""","""171878""","""231895"""
5300,"""MU""","""5106505""","""Poconé (MT)""","""539396""","""565203""","""619386""","""709536"""
5301,"""MU""","""5106653""","""Pontal do Araguaia (MT)""","""86453""","""79887""","""94490""","""123228"""
5302,"""MU""","""5106703""","""Ponte Branca (MT)""","""25008""","""24669""","""27249""","""31235"""
5303,"""MU""","""5106752""","""Pontes e Lacerda (MT)""","""1340557""","""1535829""","""2001468""","""2436222"""
5304,"""MU""","""5106778""","""Porto Alegre do Norte (MT)""","""231641""","""253174""","""323085""","""568701"""
5305,"""MU""","""5106802""","""Porto dos Gaúchos (MT)""","""388191""","""511317""","""948674""","""1318804"""
5306,"""MU""","""5106828""","""Porto Esperidião (MT)""","""223000""","""218698""","""239067""","""308624"""
5307,"""MU""","""5106851""","""Porto Estrela (MT)""","""53539""","""55182""","""64820""","""83561"""
5308,"""MU""","""5107008""","""Poxoréu (MT)""","""519294""","""532145""","""786266""","""1077754"""
5309,"""MU""","""5107040""","""Primavera do Leste (MT)""","""3970461""","""3922519""","""5182237""","""6965242"""
5310,"""MU""","""5107065""","""Querência (MT)""","""1651442""","""1553732""","""2794894""","""4259440"""
5311,"""MU""","""5107107""","""São José dos Quatro Marcos (MT)""","""380243""","""377996""","""395670""","""448527"""
5312,"""MU""","""5107156""","""Reserva do Cabaçal (MT)""","""38304""","""38501""","""44054""","""47466"""
5313,"""MU""","""5107180""","""Ribeirão Cascalheira (MT)""","""354572""","""355891""","""486843""","""756831"""
5314,"""MU""","""5107198""","""Ribeirãozinho (MT)""","""79010""","""89358""","""112607""","""188990"""
5315,"""MU""","""5107206""","""Rio Branco (MT)""","""89351""","""91847""","""109729""","""107214"""
5316,"""MU""","""5107248""","""Santa Carmem (MT)""","""406353""","""408673""","""670119""","""1032326"""
5317,"""MU""","""5107263""","""Santo Afonso (MT)""","""75956""","""82619""","""114141""","""161564"""
5318,"""MU""","""5107297""","""São José do Povo (MT)""","""44533""","""45551""","""51885""","""58964"""
5319,"""MU""","""5107305""","""São José do Rio Claro (MT)""","""788608""","""797208""","""1113152""","""1465623"""
5320,"""MU""","""5107354""","""São José do Xingu (MT)""","""293582""","""315289""","""584669""","""934694"""
5321,"""MU""","""5107404""","""São Pedro da Cipa (MT)""","""54438""","""65721""","""66900""","""69288"""
5322,"""MU""","""5107578""","""Rondolândia (MT)""","""66689""","""68538""","""84617""","""114382"""
5323,"""MU""","""5107602""","""Rondonópolis (MT)""","""10782272""","""11355239""","""12854569""","""17295644"""
5324,"""MU""","""5107701""","""Rosário Oeste (MT)""","""315296""","""306079""","""384948""","""535073"""
5325,"""MU""","""5107743""","""Santa Cruz do Xingu (MT)""","""109273""","""125088""","""165844""","""320574"""
5326,"""MU""","""5107750""","""Salto do Céu (MT)""","""58077""","""59481""","""65532""","""94322"""
5327,"""MU""","""5107768""","""Santa Rita do Trivelato (MT)""","""589915""","""515850""","""898176""","""1236067"""
5328,"""MU""","""5107776""","""Santa Terezinha (MT)""","""159217""","""150327""","""195451""","""300591"""
5329,"""MU""","""5107792""","""Santo Antônio do Leste (MT)""","""397087""","""390898""","""694997""","""1019978"""
5330,"""MU""","""5107800""","""Santo Antônio de Leverger (MT)""","""495052""","""429900""","""479802""","""819097"""
5331,"""MU""","""5107859""","""São Félix do Araguaia (MT)""","""668728""","""718189""","""1191538""","""1622921"""
5332,"""MU""","""5107875""","""Sapezal (MT)""","""2923289""","""2590391""","""3738301""","""6978731"""
5333,"""MU""","""5107883""","""Serra Nova Dourada (MT)""","""39364""","""38980""","""55184""","""74485"""
5334,"""MU""","""5107909""","""Sinop (MT)""","""6319577""","""6605143""","""8076306""","""9623877"""
5335,"""MU""","""5107925""","""Sorriso (MT)""","""5921233""","""6239123""","""9120040""","""12522633"""
5336,"""MU""","""5107941""","""Tabaporã (MT)""","""417586""","""478024""","""793263""","""1319830"""
5337,"""MU""","""5107958""","""Tangará da Serra (MT)""","""3239502""","""3426316""","""4079362""","""5585259"""
5338,"""MU""","""5108006""","""Tapurah (MT)""","""894547""","""876375""","""1382946""","""2007700"""
5339,"""MU""","""5108055""","""Terra Nova do Norte (MT)""","""261423""","""285152""","""350746""","""502308"""
5340,"""MU""","""5108105""","""Tesouro (MT)""","""120178""","""149522""","""208883""","""312784"""
5341,"""MU""","""5108204""","""Torixoréu (MT)""","""93979""","""109742""","""154893""","""211360"""
5342,"""MU""","""5108303""","""União do Sul (MT)""","""155576""","""184450""","""336589""","""504232"""
5343,"""MU""","""5108352""","""Vale de São Domingos (MT)""","""60001""","""56517""","""62694""","""77155"""
5344,"""MU""","""5108402""","""Várzea Grande (MT)""","""8167611""","""8542481""","""9042539""","""9916991"""
5345,"""MU""","""5108501""","""Vera (MT)""","""523728""","""511175""","""850060""","""1291936"""
5346,"""MU""","""5108600""","""Vila Rica (MT)""","""508448""","""528135""","""663240""","""879190"""
5347,"""MU""","""5108808""","""Nova Guarita (MT)""","""83145""","""95641""","""120822""","""167439"""
5348,"""MU""","""5108857""","""Nova Marilândia (MT)""","""186260""","""242898""","""310951""","""422855"""
5349,"""MU""","""5108907""","""Nova Maringá (MT)""","""497913""","""507471""","""799339""","""1204757"""
5350,"""MU""","""5108956""","""Nova Monte Verde (MT)""","""205826""","""201774""","""248107""","""367237"""
5351,"""MU""","""5200050""","""Abadia de Goiás (GO)""","""194988""","""189269""","""261714""","""353700"""
5352,"""MU""","""5200100""","""Abadiânia (GO)""","""323453""","""349499""","""415403""","""445324"""
5353,"""MU""","""5200134""","""Acreúna (GO)""","""680172""","""670450""","""796338""","""1051834"""
5354,"""MU""","""5200159""","""Adelândia (GO)""","""36251""","""38038""","""42399""","""48793"""
5355,"""MU""","""5200175""","""Água Fria de Goiás (GO)""","""257119""","""265119""","""352453""","""533233"""
5356,"""MU""","""5200209""","""Água Limpa (GO)""","""44371""","""47452""","""55231""","""63847"""
5357,"""MU""","""5200258""","""Águas Lindas de Goiás (GO)""","""1889550""","""2023192""","""2088076""","""2463152"""
5358,"""MU""","""5200308""","""Alexânia (GO)""","""806912""","""1028361""","""981027""","""1128054"""
5359,"""MU""","""5200506""","""Aloândia (GO)""","""42658""","""47485""","""55234""","""63728"""
5360,"""MU""","""5200555""","""Alto Horizonte (GO)""","""970401""","""943152""","""789934""","""1280223"""
5361,"""MU""","""5200605""","""Alto Paraíso de Goiás (GO)""","""181162""","""220555""","""220372""","""297011"""
5362,"""MU""","""5200803""","""Alvorada do Norte (GO)""","""132731""","""140043""","""154912""","""169008"""
5363,"""MU""","""5200829""","""Amaralina (GO)""","""62280""","""69855""","""88003""","""109077"""
5364,"""MU""","""5200852""","""Americano do Brasil (GO)""","""70989""","""76491""","""80067""","""91400"""
5365,"""MU""","""5200902""","""Amorinópolis (GO)""","""62567""","""67635""","""80047""","""118903"""
5366,"""MU""","""5201108""","""Anápolis (GO)""","""14172921""","""14095647""","""15273050""","""17788289"""
5367,"""MU""","""5201207""","""Anhanguera (GO)""","""18070""","""18922""","""20034""","""21691"""
5368,"""MU""","""5201306""","""Anicuns (GO)""","""396201""","""412972""","""455136""","""512555"""
5369,"""MU""","""5201405""","""Aparecida de Goiânia (GO)""","""13161033""","""13750610""","""14327746""","""16979984"""
5370,"""MU""","""5201454""","""Aparecida do Rio Doce (GO)""","""77116""","""84998""","""94778""","""110072"""
5371,"""MU""","""5201504""","""Aporé (GO)""","""289737""","""316352""","""309730""","""395713"""
5372,"""MU""","""5201603""","""Araçu (GO)""","""55937""","""58683""","""68603""","""73496"""
5373,"""MU""","""5201702""","""Aragarças (GO)""","""232022""","""243389""","""258360""","""277710"""
5374,"""MU""","""5201801""","""Aragoiânia (GO)""","""111377""","""133667""","""150972""","""174315"""
5375,"""MU""","""5202155""","""Araguapaz (GO)""","""122886""","""127967""","""147259""","""180123"""
5376,"""MU""","""5202353""","""Arenópolis (GO)""","""143926""","""131762""","""177253""","""222580"""
5377,"""MU""","""5202502""","""Aruanã (GO)""","""178185""","""202037""","""231231""","""291962"""
5378,"""MU""","""5202601""","""Aurilândia (GO)""","""56623""","""67550""","""72934""","""81573"""
5379,"""MU""","""5202809""","""Avelinópolis (GO)""","""46181""","""50449""","""58621""","""68050"""
5380,"""MU""","""5203104""","""Baliza (GO)""","""78446""","""82038""","""95226""","""123238"""
5381,"""MU""","""5203203""","""Barro Alto (GO)""","""988874""","""1095113""","""1524944""","""1573567"""
5382,"""MU""","""5203302""","""Bela Vista de Goiás (GO)""","""1012234""","""1129706""","""1324592""","""1480966"""
5383,"""MU""","""5203401""","""Bom Jardim de Goiás (GO)""","""182910""","""187131""","""196445""","""257660"""
5384,"""MU""","""5203500""","""Bom Jesus de Goiás (GO)""","""739411""","""837618""","""983146""","""1229633"""
5385,"""MU""","""5203559""","""Bonfinópolis (GO)""","""92993""","""103893""","""108015""","""121138"""
5386,"""MU""","""5203575""","""Bonópolis (GO)""","""97694""","""99573""","""114207""","""156630"""
5387,"""MU""","""5203609""","""Brazabrantes (GO)""","""107843""","""67505""","""83270""","""93833"""
5388,"""MU""","""5203807""","""Britânia (GO)""","""118506""","""127243""","""159553""","""198101"""
5389,"""MU""","""5203906""","""Buriti Alegre (GO)""","""300344""","""321306""","""379436""","""467717"""
5390,"""MU""","""5203939""","""Buriti de Goiás (GO)""","""40121""","""47830""","""49178""","""56916"""
5391,"""MU""","""5203962""","""Buritinópolis (GO)""","""75541""","""77578""","""84624""","""88900"""
5392,"""MU""","""5204003""","""Cabeceiras (GO)""","""222565""","""258179""","""314072""","""475939"""
5393,"""MU""","""5204102""","""Cachoeira Alta (GO)""","""239068""","""289888""","""291673""","""281679"""
5394,"""MU""","""5204201""","""Cachoeira de Goiás (GO)""","""28102""","""30524""","""34047""","""38869"""
5395,"""MU""","""5204250""","""Cachoeira Dourada (GO)""","""915076""","""823278""","""414065""","""69455"""
5396,"""MU""","""5204300""","""Caçu (GO)""","""819253""","""816501""","""912048""","""904592"""
5397,"""MU""","""5204409""","""Caiapônia (GO)""","""690256""","""498419""","""575956""","""821653"""
5398,"""MU""","""5204508""","""Caldas Novas (GO)""","""2624588""","""2742762""","""2474884""","""3000886"""
5399,"""MU""","""5204557""","""Caldazinha (GO)""","""51038""","""75014""","""75697""","""84638"""
5400,"""MU""","""5204607""","""Campestre de Goiás (GO)""","""54420""","""60107""","""61005""","""72737"""
5401,"""MU""","""5204656""","""Campinaçu (GO)""","""63742""","""67811""","""77184""","""110500"""
5402,"""MU""","""5204706""","""Campinorte (GO)""","""243647""","""262139""","""293969""","""333013"""
5403,"""MU""","""5204805""","""Campo Alegre de Goiás (GO)""","""424533""","""423438""","""592166""","""846728"""
5404,"""MU""","""5204854""","""Campo Limpo de Goiás (GO)""","""108911""","""121961""","""144775""","""165099"""
5405,"""MU""","""5204904""","""Campos Belos (GO)""","""278748""","""293914""","""290688""","""315295"""
5406,"""MU""","""5204953""","""Campos Verdes (GO)""","""46998""","""49707""","""50572""","""56347"""
5407,"""MU""","""5205000""","""Carmo do Rio Verde (GO)""","""240363""","""361140""","""378379""","""488084"""
5408,"""MU""","""5205059""","""Castelândia (GO)""","""109302""","""103881""","""108462""","""91614"""
5409,"""MU""","""5205109""","""Catalão (GO)""","""6592615""","""6867082""","""7307787""","""9916468"""
5410,"""MU""","""5205208""","""Caturaí (GO)""","""68370""","""73322""","""78558""","""100768"""
5411,"""MU""","""5205307""","""Cavalcante (GO)""","""259573""","""292123""","""452687""","""383000"""
5412,"""MU""","""5205406""","""Ceres (GO)""","""566289""","""648462""","""664404""","""734660"""
5413,"""MU""","""5205455""","""Cezarina (GO)""","""281373""","""297577""","""335444""","""384996"""
5414,"""MU""","""5205471""","""Chapadão do Céu (GO)""","""1078961""","""1365276""","""1844756""","""2188716"""
5415,"""MU""","""5205497""","""Cidade Ocidental (GO)""","""734111""","""810428""","""862842""","""1006150"""
5416,"""MU""","""5205513""","""Cocalzinho de Goiás (GO)""","""321812""","""343303""","""373551""","""436319"""
5417,"""MU""","""5205521""","""Colinas do Sul (GO)""","""46786""","""50456""","""54504""","""70439"""
5418,"""MU""","""5205703""","""Córrego do Ouro (GO)""","""49861""","""55813""","""62883""","""74372"""
5419,"""MU""","""5205802""","""Corumbá de Goiás (GO)""","""176021""","""205009""","""240740""","""260241"""
5420,"""MU""","""5205901""","""Corumbaíba (GO)""","""537304""","""599330""","""658104""","""709241"""
5421,"""MU""","""5206206""","""Cristalina (GO)""","""2409439""","""2544022""","""3435521""","""4602318"""
5422,"""MU""","""5206305""","""Cristianópolis (GO)""","""76001""","""82589""","""87508""","""120103"""
5423,"""MU""","""5206404""","""Crixás (GO)""","""565608""","""599799""","""626985""","""699319"""
5424,"""MU""","""5206503""","""Cromínia (GO)""","""73259""","""75465""","""88293""","""99558"""
5425,"""MU""","""5206602""","""Cumari (GO)""","""62016""","""66551""","""77750""","""96867"""
5426,"""MU""","""5206701""","""Damianópolis (GO)""","""35671""","""38692""","""41269""","""44977"""
5427,"""MU""","""5206800""","""Damolândia (GO)""","""40496""","""42591""","""43974""","""52496"""
5428,"""MU""","""5206909""","""Davinópolis (GO)""","""388074""","""430655""","""604467""","""583084"""
5429,"""MU""","""5207105""","""Diorama (GO)""","""56374""","""60651""","""72482""","""96842"""
